strain,date,region_original,country_original,division,Ns
hCoV-19/USA/MA-CDCBI-CRSP_4O4OKMIBCULUHOAA/2021,2021-08-16,North America,USA,Massachusetts,846
hCoV-19/USA/MA-CDCBI-CRSP_LFBZBKVF55EC34ZQ/2021,2021-08-16,North America,USA,Massachusetts,622
hCoV-19/USA/MA-CDCBI-CRSP_W2IUDZ5B7RQO2E27/2021,2021-08-16,North America,USA,Massachusetts,739
hCoV-19/Belgium/ULG-18034/2021,2021-08-16,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18112/2021,2021-08-16,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18119/2021,2021-08-16,Europe,Belgium,Vlaams-Brabant,0
hCoV-19/Belgium/ULG-18124/2021,2021-08-16,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18135/2021,2021-08-16,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2140943176/2021,2021-08-16,Europe,Belgium,Antwerpen,622
hCoV-19/Belgium/UZA-UA-CV2140918221/2021,2021-08-16,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1009962885/2021,2021-08-16,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2137052567/2021,2021-08-16,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2312818183/2021,2021-08-16,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-8815571430/2021,2021-08-16,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/IPG-573/2021,2021-08-16,Europe,Belgium,Wallonia,781
hCoV-19/Germany/HE-RKI-I-205058/2021,2021-08-16,Europe,Germany,Hesse,278
hCoV-19/Germany/NW-RKI-I-205368/2021,2021-08-16,Europe,Germany,North Rhine Westphalia,534
hCoV-19/USA/MA-CDCBI-CRSP_IUPGMODV4K34U66V/2021,2021-08-16,North America,USA,Massachusetts,575
hCoV-19/USA/MA-CDCBI-CRSP_P7G3STG7MICPCDOA/2021,2021-08-16,North America,USA,Massachusetts,519
hCoV-19/USA/MA-CDCBI-CRSP_SGV35O2UEH3GGJAX/2021,2021-08-16,North America,USA,Massachusetts,621
hCoV-19/Netherlands/LB-RIVM-53197/2021,2021-08-16,Europe,Netherlands,Limburg,0
hCoV-19/Austria/IMBA_IMP-913_A06/2021,2021-08-16,Europe,Austria,Salzburg,297
hCoV-19/France/HDF-P291-21331C5785/2021,2021-08-16,Europe,France,Hauts de France,0
hCoV-19/Spain/CT-HUGTiPM036EU7C9/2021,2021-08-16,Europe,Spain,Catalunya,246
hCoV-19/Spain/CT-HUGTiPM037MS2A9/2021,2021-08-16,Europe,Spain,Catalunya,243
hCoV-19/England/PHEC-U304UFFD/2021,2021-08-16,Europe,United Kingdom,England,233
hCoV-19/Spain/IB-HUSE-01870/2021,2021-08-16,Europe,Spain,Balear Islands,713
hCoV-19/Portugal/PT14645/2021,2021-08-16,Europe,Portugal,,0
hCoV-19/Belgium/ULG-18367/2021,2021-08-16,Europe,Belgium,Vlaams-Brabant,0
hCoV-19/Belgium/UGent-9303/2021,2021-08-16,Europe,Belgium,Gent,2
hCoV-19/Belgium/UGent-9343/2021,2021-08-16,Europe,Belgium,Gent,569
hCoV-19/Belgium/UGent-9247/2021,2021-08-16,Europe,Belgium,Gent,571
hCoV-19/Belgium/UGent-9280/2021,2021-08-16,Europe,Belgium,Gent,867
hCoV-19/Belgium/UGent-9503/2021,2021-08-16,Europe,Belgium,Gent,1163
hCoV-19/Germany/BY-RKI-I-207629/2021,2021-08-16,Europe,Germany,Bavaria,0
hCoV-19/USA/UT-UPHL-210901222468/2021,2021-08-16,North America,USA,Utah,335
hCoV-19/Belgium/UZA-UA-2815573964/2021,2021-08-16,Europe,Belgium,Antwerpen,1587
hCoV-19/Netherlands/GL-RIVM-53211/2021,2021-08-16,Europe,Netherlands,Gelderland,0
hCoV-19/Netherlands/GL-RIVM-53244/2021,2021-08-16,Europe,Netherlands,Gelderland,0
hCoV-19/Netherlands/NB-RIVM-54316/2021,2021-08-16,Europe,Netherlands,North Brabant,0
hCoV-19/Netherlands/NH-RIVM-54426/2021,2021-08-16,Europe,Netherlands,North Holland,0
hCoV-19/Netherlands/FL-RIVM-54431/2021,2021-08-16,Europe,Netherlands,Flevoland,0
hCoV-19/England/PHEC-V307V965/2021,2021-08-16,Europe,United Kingdom,England,13
hCoV-19/Belgium/ULG-18448/2021,2021-08-16,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18456/2021,2021-08-16,Europe,Belgium,Liège,0
hCoV-19/Italy/VEN-IZSVe-21RS8090-2_VR/2021,2021-08-16,Europe,Italy,Veneto,61
hCoV-19/Italy/UMB-IZSGC-302216.1.56/2021,2021-08-16,Europe,Italy,Umbria,0
hCoV-19/Belgium/CHUNamur13554702/2021,2021-08-16,Europe,Belgium,Namur,866
hCoV-19/USA/NY-CDC-FG-089945/2021,2021-08-16,North America,USA,New York,157
hCoV-19/USA/NY-CDC-FG-090115/2021,2021-08-16,North America,USA,New York,198
hCoV-19/Belgium/Jessa_11-2133-001767/2021,2021-08-17,Europe,Belgium,Limburg BE,86
hCoV-19/Denmark/DCGC-155707/2021,2021-08-17,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-156113/2021,2021-08-17,Europe,Denmark,Hovedstaden,0
hCoV-19/England/PHEC-S306SA18/2021,2021-08-17,Europe,United Kingdom,England,239
hCoV-19/England/PHEC-S306SB24/2021,2021-08-17,Europe,United Kingdom,England,851
hCoV-19/Denmark/DCGC-156487/2021,2021-08-17,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-156545/2021,2021-08-17,Europe,Denmark,Syddanmark,0
hCoV-19/Denmark/DCGC-156822/2021,2021-08-17,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-156928/2021,2021-08-17,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-157494/2021,2021-08-17,Europe,Denmark,Hovedstaden,0
hCoV-19/Belgium/ULG-18077/2021,2021-08-17,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18081/2021,2021-08-17,Europe,Belgium,Liège,0
hCoV-19/Belgium/UZA-UA-CV2137978515/2021,2021-08-17,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2128673080/2021,2021-08-17,Europe,Belgium,Antwerpen,898
hCoV-19/Belgium/UZA-UA-CV1008760186/2021,2021-08-17,Europe,Belgium,Antwerpen,145
hCoV-19/Belgium/UZA-UA-CV1008772718/2021,2021-08-17,Europe,Belgium,Antwerpen,1353
hCoV-19/Belgium/UZA-UA-CV1008793229/2021,2021-08-17,Europe,Belgium,Antwerpen,0
hCoV-19/Scotland/QEUH-1BF0982/2021,2021-08-17,Europe,United Kingdom,Scotland,508
hCoV-19/Denmark/DCGC-159333/2021,2021-08-17,Europe,Denmark,Midtjylland,1
hCoV-19/Denmark/DCGC-159710/2021,2021-08-17,Europe,Denmark,Midtjylland,1
hCoV-19/Germany/HE-RKI-I-203092/2021,2021-08-17,Europe,Germany,Hesse,364
hCoV-19/Germany/NW-RKI-I-203378/2021,2021-08-17,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Belgium/CHUNamur13558273/2021,2021-08-17,Europe,Belgium,Luxembourg BE,592
hCoV-19/Belgium/CHUNamur13560118/2021,2021-08-17,Europe,Belgium,Luxembourg BE,592
hCoV-19/Belgium/CHUNamur13559988/2021,2021-08-17,Europe,Belgium,Namur,297
hCoV-19/Belgium/CHUNamur13556754/2021,2021-08-17,Europe,Belgium,,1163
hCoV-19/Belgium/CHUNamur13556879/2021,2021-08-17,Europe,Belgium,Antwerpen,870
hCoV-19/Belgium/CHUNamur13556880/2021,2021-08-17,Europe,Belgium,Antwerpen,866
hCoV-19/Germany/BW-RKI-I-206210/2021,2021-08-17,Europe,Germany,Baden-Wuerttemberg,14
hCoV-19/Germany/NW-RKI-I-206383/2021,2021-08-17,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Germany/NW-RKI-I-206725/2021,2021-08-17,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Belgium/CHUNamur13555654/2021,2021-08-17,Europe,Belgium,Oost-Vlaanderen,1163
hCoV-19/USA/MA-CDCBI-CRSP_4EFPSVGSRR6IVMBX/2021,2021-08-17,North America,USA,Massachusetts,480
hCoV-19/USA/MA-CDCBI-CRSP_6LIYKKFDAZFTGANE/2021,2021-08-17,North America,USA,Massachusetts,531
hCoV-19/USA/MA-CDCBI-CRSP_JBUEXX7INUDVTI6J/2021,2021-08-17,North America,USA,Massachusetts,540
hCoV-19/USA/MA-CDCBI-CRSP_52ZW62CUUQSW3F2S/2021,2021-08-17,North America,USA,Massachusetts,702
hCoV-19/Belgium/ULG-18275/2021,2021-08-17,Europe,Belgium,Hainaut,998
hCoV-19/Belgium/ULG-18284/2021,2021-08-17,Europe,Belgium,Brabant Wallon,0
hCoV-19/Belgium/ULG-18298/2021,2021-08-17,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/ULG-18299/2021,2021-08-17,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18303/2021,2021-08-17,Europe,Belgium,Brussels,887
hCoV-19/Belgium/ULG-18306/2021,2021-08-17,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18308/2021,2021-08-17,Europe,Belgium,Liège,1
hCoV-19/Belgium/ULG-18312/2021,2021-08-17,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18326/2021,2021-08-17,Europe,Belgium,Liège,0
hCoV-19/France/HDF-P296-21332C5540/2021,2021-08-17,Europe,France,Hauts de France,0
hCoV-19/Spain/CT-HUGTiPM037MS2F3/2021,2021-08-17,Europe,Spain,Catalunya,0
hCoV-19/England/PHEC-T30BTCE0/2021,2021-08-17,Europe,United Kingdom,England,1353
hCoV-19/Spain/IB-HUSE-01860/2021,2021-08-17,Europe,Spain,Balear Islands,555
hCoV-19/Spain/IB-HUSE-01859/2021,2021-08-17,Europe,Spain,Balear Islands,533
hCoV-19/Spain/IB-HUSE-01907/2021,2021-08-17,Europe,Spain,Balear Islands,516
hCoV-19/Spain/IB-HUSE-01906/2021,2021-08-17,Europe,Spain,Balear Islands,207
hCoV-19/Switzerland/VD-CHUV-GEN6412/2021,2021-08-17,Europe,Switzerland,Vaud,10
hCoV-19/Belgium/ULG-18378/2021,2021-08-17,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18382/2021,2021-08-17,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18386/2021,2021-08-17,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18407/2021,2021-08-17,Europe,Belgium,Brussels,827
hCoV-19/Belgium/ULG-18422/2021,2021-08-17,Europe,Belgium,Brussels,1856
hCoV-19/Gibraltar/EXP_18082021-1445273-30/2021,2021-08-17,Europe,United Kingdom,Gibraltar,0
hCoV-19/Italy/PIE-15858816/2021,2021-08-17,Europe,Italy,Piedmont,99
hCoV-19/Italy/PIE-15858817/2021,2021-08-17,Europe,Italy,Piedmont,99
hCoV-19/Italy/PIE-15858648/2021,2021-08-17,Europe,Italy,Piedmont,215
hCoV-19/France/IDF-IPP23736/2021,2021-08-17,Europe,France,Ile de France,79
hCoV-19/France/HDF-IPP23765/2021,2021-08-17,Europe,France,Hauts de France,270
hCoV-19/USA/NJ-PHEL-V21009311/2021,2021-08-17,North America,USA,New Jersey,274
hCoV-19/Switzerland/TI-EOC-26136978/2021,2021-08-17,Europe,Switzerland,Ticino,152
hCoV-19/Belgium/UGent-9450/2021,2021-08-17,Europe,Belgium,Gent,295
hCoV-19/Belgium/UGent-9437/2021,2021-08-17,Europe,Belgium,Gent,569
hCoV-19/Belgium/UGent-9388/2021,2021-08-17,Europe,Belgium,Gent,866
hCoV-19/South Korea/KDCA10170/2021,2021-08-17,Asia,South Korea,,0
hCoV-19/Germany/BY-RKI-I-207588/2021,2021-08-17,Europe,Germany,Bavaria,0
hCoV-19/Germany/NW-RKI-I-209153/2021,2021-08-17,Europe,Germany,North Rhine Westphalia,164
hCoV-19/Germany/SN-RKI-I-210072/2021,2021-08-17,Europe,Germany,Saxony,3
hCoV-19/Germany/HE-RKI-I-210693/2021,2021-08-17,Europe,Germany,Hesse,613
hCoV-19/Germany/NW-RKI-I-210803/2021,2021-08-17,Europe,Germany,North Rhine Westphalia,95
hCoV-19/Germany/NW-RKI-I-210807/2021,2021-08-17,Europe,Germany,North Rhine Westphalia,47
hCoV-19/Netherlands/UT-RIVM-54387/2021,2021-08-17,Europe,Netherlands,Utrecht,289
hCoV-19/Netherlands/GL-RIVM-54601/2021,2021-08-17,Europe,Netherlands,Gelderland,0
hCoV-19/Belgium/UZA-UA-3500823733/2021,2021-08-17,Europe,Belgium,Antwerpen,0
hCoV-19/Italy/VEN-IZSVe-21RS8093-11_VI/2021,2021-08-17,Europe,Italy,Veneto,0
hCoV-19/Belgium/ULG-18444/2021,2021-08-17,Europe,Belgium,Liège,0
hCoV-19/France/HDF-IPP23096/2021,2021-08-17,Europe,France,Hauts de France,40
hCoV-19/France/IDF-IPP23301/2021,2021-08-17,Europe,France,Ile de France,0
hCoV-19/France/CVL-IPP23354/2021,2021-08-17,Europe,France,Centre-Val de Loire,32
hCoV-19/France/CVL-IPP23355/2021,2021-08-17,Europe,France,Centre-Val de Loire,0
hCoV-19/Germany/NI-RKI-I-218764/2021,2021-08-17,Europe,Germany,Niedersachsen,308
hCoV-19/Germany/NI-RKI-I-218765/2021,2021-08-17,Europe,Germany,Niedersachsen,292
hCoV-19/Belgium/ZNA_21644311/2021,2021-08-17,Europe,Belgium,Antwerpen,1
hCoV-19/Belgium/AZDelta-11449-2132R/2021,2021-08-18,Europe,Belgium,Roeselare,108
hCoV-19/England/PHEC-S30AS9CC/2021,2021-08-18,Europe,United Kingdom,England,24
hCoV-19/Singapore/3873/2021,2021-08-18,Asia,Singapore,,56
hCoV-19/Denmark/DCGC-156878/2021,2021-08-18,Europe,Denmark,Hovedstaden,34
hCoV-19/Denmark/DCGC-156934/2021,2021-08-18,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-157213/2021,2021-08-18,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-157805/2021,2021-08-18,Europe,Denmark,Hovedstaden,276
hCoV-19/Denmark/DCGC-158719/2021,2021-08-18,Europe,Denmark,Midtjylland,0
hCoV-19/Belgium/UZA-UA-CV1011643918/2021,2021-08-18,Europe,Belgium,Antwerpen,0
hCoV-19/England/BRBR-1C14B72/2021,2021-08-18,Europe,United Kingdom,England,0
hCoV-19/Denmark/DCGC-159782/2021,2021-08-18,Europe,Denmark,Midtjylland,0
hCoV-19/Germany/NW-RKI-I-207040/2021,2021-08-18,Europe,Germany,North Rhine Westphalia,178
hCoV-19/Germany/NW-RKI-I-207084/2021,2021-08-18,Europe,Germany,North Rhine Westphalia,252
hCoV-19/Germany/NW-RKI-I-207085/2021,2021-08-18,Europe,Germany,North Rhine Westphalia,12
hCoV-19/Germany/NW-RKI-I-207104/2021,2021-08-18,Europe,Germany,North Rhine Westphalia,210
hCoV-19/Spain/CT-BST9925742080/2021,2021-08-18,Europe,Spain,Catalunya,693
hCoV-19/Italy/FVG-UD-370518/2021,2021-08-18,Europe,Italy,Friuli Venezia Giulia,161
hCoV-19/USA/MA-CDCBI-CRSP_46PFPXF7FDQ6LR3C/2021,2021-08-18,North America,USA,Massachusetts,519
hCoV-19/USA/MA-CDCBI-CRSP_VYQG7CH76GNJM4KT/2021,2021-08-18,North America,USA,Massachusetts,518
hCoV-19/USA/MA-CDCBI-CRSP_LHEWQMYCLTSGJNZW/2021,2021-08-18,North America,USA,Massachusetts,542
hCoV-19/Spain/MD-HGUGM-5798723/2021,2021-08-18,Europe,Spain,Madrid,535
hCoV-19/Belgium/ULG-18274/2021,2021-08-18,Europe,Belgium,Liège,0
hCoV-19/Belgium/ULG-18344/2021,2021-08-18,Europe,Belgium,Hainaut,0
hCoV-19/France/HDF-P334-21333C5896/2021,2021-08-18,Europe,France,Hauts de France,0
hCoV-19/Switzerland/BE-Risch-2182300322/2021,2021-08-18,Europe,Switzerland,Bern,1098
hCoV-19/Switzerland/BE-Risch-2182300320/2021,2021-08-18,Europe,Switzerland,Bern,1098
hCoV-19/Belgium/ULG-18357/2021,2021-08-18,Europe,Belgium,Brussels,0
hCoV-19/Gibraltar/EXP_19082021-1446229-65/2021,2021-08-18,Europe,United Kingdom,Gibraltar,0
hCoV-19/Gibraltar/EXP_19082021-1446741-71/2021,2021-08-18,Europe,United Kingdom,Gibraltar,0
hCoV-19/Gibraltar/EXP_19082021-1447221-73/2021,2021-08-18,Europe,United Kingdom,Gibraltar,0
hCoV-19/Denmark/DCGC-163930/2021,2021-08-18,Europe,Denmark,Hovedstaden,1016
hCoV-19/Germany/BY-RKI-I-207333/2021,2021-08-18,Europe,Germany,Bavaria,2
hCoV-19/Germany/BY-RKI-I-207343/2021,2021-08-18,Europe,Germany,Bavaria,3
hCoV-19/Germany/NW-RKI-I-207764/2021,2021-08-18,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Germany/NW-RKI-I-208379/2021,2021-08-18,Europe,Germany,North Rhine Westphalia,7
hCoV-19/Germany/NW-RKI-I-208475/2021,2021-08-18,Europe,Germany,North Rhine Westphalia,623
hCoV-19/Germany/SN-RKI-I-210135/2021,2021-08-18,Europe,Germany,Saxony,3
hCoV-19/Germany/SN-RKI-I-210422/2021,2021-08-18,Europe,Germany,Saxony,9
hCoV-19/Germany/NW-RKI-I-210759/2021,2021-08-18,Europe,Germany,North Rhine Westphalia,0
hCoV-19/Germany/NW-RKI-I-210804/2021,2021-08-18,Europe,Germany,North Rhine Westphalia,84
hCoV-19/Germany/BE-RKI-I-212895/2021,2021-08-18,Europe,Germany,Berlin,0
hCoV-19/Germany/BE-RKI-I-213541/2021,2021-08-18,Europe,Germany,Berlin,4
hCoV-19/Belgium/UZA-UA-CV1009354920/2021,2021-08-18,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1010849427/2021,2021-08-18,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1012718796/2021,2021-08-18,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1012767805/2021,2021-08-18,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1012726072/2021,2021-08-18,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-48043258/2021,2021-08-18,Europe,Belgium,Antwerpen,0
hCoV-19/Netherlands/NH-RIVM-54479/2021,2021-08-18,Europe,Netherlands,North Holland,0
hCoV-19/Belgium/UZA-UA-2815627627/2021,2021-08-18,Europe,Belgium,Maaseik,0
hCoV-19/Belgium/UMONS-P02-64389-01/2021,2021-08-18,Europe,Belgium,Hainaut,866
hCoV-19/Belgium/Briant-011108857302/2021,2021-08-18,Europe,Belgium,Antwerpen,571
hCoV-19/Belgium/AZDelta-02028-2133R/2021,2021-08-19,Europe,Belgium,Ieper,106
hCoV-19/Belgium/AZDelta-03846-2133R/2021,2021-08-19,Europe,Belgium,Kortrijk,48
hCoV-19/Denmark/DCGC-158138/2021,2021-08-19,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-158315/2021,2021-08-19,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-158332/2021,2021-08-19,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-158411/2021,2021-08-19,Europe,Denmark,Midtjylland,0
hCoV-19/Denmark/DCGC-158750/2021,2021-08-19,Europe,Denmark,Hovedstaden,216
hCoV-19/Belgium/Jessa_11-2133-004584ZOL/2021,2021-08-19,Europe,Belgium,Limburg BE,1782
hCoV-19/England/ALDP-1C23CC8/2021,2021-08-19,Europe,United Kingdom,England,0
hCoV-19/Germany/BW-RKI-I-206227/2021,2021-08-19,Europe,Germany,Baden-Wuerttemberg,0
hCoV-19/Belgium/CHUNamur13560234/2021,2021-08-19,Europe,Belgium,Namur,866
hCoV-19/France/HDF-P301-21334C5552/2021,2021-08-19,Europe,France,Hauts de France,0
hCoV-19/Belgium/MBLGPF092649/2021,2021-08-19,Europe,Belgium,Brussels,34
hCoV-19/England/PHEC-T303T1E9/2021,2021-08-19,Europe,United Kingdom,England,22
hCoV-19/USA/NY-PRL-2021_0822_00I03/2021,2021-08-19,North America,USA,New York,0
hCoV-19/Belgium/ULG-18394/2021,2021-08-19,Europe,Belgium,Brussels,0
hCoV-19/Belgium/ULG-18420/2021,2021-08-19,Europe,Belgium,Brussels,998
hCoV-19/Belgium/ULG-18421/2021,2021-08-19,Europe,Belgium,Brussels,1015
hCoV-19/Spain/CT-HUB01833/2021,2021-08-19,Europe,Spain,Catalunya,0
hCoV-19/Spain/CT-HUB01844/2021,2021-08-19,Europe,Spain,Catalunya,0
hCoV-19/Spain/AS-262118390/2021,2021-08-19,Europe,Spain,Asturias,42
hCoV-19/Germany/BY-RKI-I-208792/2021,2021-08-19,Europe,Germany,Bavaria,316
hCoV-19/Germany/HE-RKI-I-210497/2021,2021-08-19,Europe,Germany,Hesse,258
hCoV-19/Germany/HE-RKI-I-210570/2021,2021-08-19,Europe,Germany,Hesse,259
hCoV-19/Germany/NW-RKI-I-210793/2021,2021-08-19,Europe,Germany,North Rhine Westphalia,147
hCoV-19/Belgium/UZA-UA-CV2140909531/2021,2021-08-19,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV1009787275/2021,2021-08-19,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2128759471/2021,2021-08-19,Europe,Belgium,Antwerpen,0
hCoV-19/Netherlands/NB-RIVM-54470/2021,2021-08-19,Europe,Netherlands,North Brabant,0
hCoV-19/Netherlands/NH-RIVM-54480/2021,2021-08-19,Europe,Netherlands,North Holland,0
hCoV-19/Netherlands/GL-RIVM-54632/2021,2021-08-19,Europe,Netherlands,Gelderland,0
hCoV-19/Netherlands/NH-RIVM-54446/2021,2021-08-19,Europe,Netherlands,North Holland,0
hCoV-19/Netherlands/NH-RIVM-54468/2021,2021-08-19,Europe,Netherlands,North Holland,0
hCoV-19/Netherlands/GL-RIVM-54648/2021,2021-08-19,Europe,Netherlands,Gelderland,0
hCoV-19/Belgium/UZA-UA-8814729795/2021,2021-08-19,Europe,Belgium,Turnhout,0
hCoV-19/Belgium/UZA-UA-CV2294832666/2021,2021-08-19,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2294834585/2021,2021-08-19,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-CV2312932866/2021,2021-08-19,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZA-UA-2814855534/2021,2021-08-19,Europe,Belgium,Antwerpen,0
hCoV-19/Belgium/UZB_YY7659/2021,2021-08-19,Europe,Belgium,Brussels,15
hCoV-19/Belgium/UMONS-P02-65355-01/2021,2021-08-19,Europe,Belgium,Hainaut,866
hCoV-19/England/PHEC-V308V90A/2021,2021-08-19,Europe,United Kingdom,England,16
hCoV-19/England/NEWC-1C1E52F/2021,2021-08-19,Europe,United Kingdom,England,0
hCoV-19/Sweden/03_SE600_000200127767/2021,2021-08-19,Europe,Sweden,Uppsala,216
hCoV-19/Sweden/03_SE600_000200126464/2021,2021-08-19,Europe,Sweden,Uppsala,838
hCoV-19/Belgium/ULG-18503/2021,2021-08-19,Europe,Belgium,Brussels,0
hCoV-19/Belgium/Briant-041107168902/2021,2021-08-19,Europe,Belgium,Vlaams-Brabant,574
hCoV-19/Japan/IC-1859/2021,2021-08-19,Asia,Japan,,0
hCoV-19/Spain/MD-HRYC-71248320/2021,2021-08-19,Europe,Spain,Madrid,278
hCoV-19/Germany/SH-RKI-I-217978/2021,2021-08-19,Europe,Germany,Schleswig-Holstein,183
hCoV-19/Germany/SH-RKI-I-218251/2021,2021-08-19,Europe,Germany,Schleswig-Holstein,0
hCoV-19/Denmark/DCGC-158417/2021,2021-08-20,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-158450/2021,2021-08-20,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-159217/2021,2021-08-20,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-159258/2021,2021-08-20,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-159560/2021,2021-08-20,Europe,Denmark,Hovedstaden,0
hCoV-19/Denmark/DCGC-160412/2021,2021-08-20,Europe,Denmark,Midtjylland,1449
hCoV-19/Belgium/CHUNamur13563136/2021,2021-08-20,Europe,Belgium,,866
hCoV-19/Belgium/CHUNamur13561541/2021,2021-08-20,Europe,Belgium,,1420
hCoV-19/USA/MA-CDCBI-CRSP_YIQCGLBH7CCRRZVD/2021,2021-08-20,North America,USA,Massachusetts,810
hCoV-19/Sweden/SUS0003809/2021,2021-08-20,Europe,Sweden,Skane,0
hCoV-19/USA/MA-CDCBI-CRSP_652UIGQIBOYJ4KDB/2021,2021-08-20,North America,USA,Massachusetts,994
hCoV-19/USA/MA-CDCBI-CRSP_BK2NRGZG2MKPMS7A/2021,2021-08-20,North America,USA,Massachusetts,1082
hCoV-19/Denmark/DCGC-162291/2021,2021-08-20,Europe,Denmark,Midtjylland,2
hCoV-19/England/PHEC-T303T51A/2021,2021-08-20,Europe,United Kingdom,England,75
hCoV-19/England/PHEC-T303T732/2021,2021-08-20,Europe,United Kingdom,England,64
hCoV-19/England/PHEC-U303U5CF/2021,2021-08-20,Europe,United Kingdom,England,432
hCoV-19/England/PHEC-U303U732/2021,2021-08-20,Europe,United Kingdom,England,571
hCoV-19/Sweden/01_SE100_21CS508153/2021,2021-08-20,Europe,Sweden,Stockholm,307
hCoV-19/Switzerland/VD-CHUV-GEN6456/2021,2021-08-20,Europe,Switzerland,Vaud,0
hCoV-19/Belgium/Jessa_55-2133-000822/2021,2021-08-20,Europe,Belgium,Limburg BE,197
hCoV-19/Spain/CT-HUGTiPM038ZM3H5/2021,2021-08-20,Europe,Spain,Catalunya,214
hCoV-19/Germany/NW-RKI-I-207464/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,20
hCoV-19/Germany/NW-RKI-I-207636/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,123
hCoV-19/Germany/NW-RKI-I-208353/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,38
hCoV-19/Germany/NW-RKI-I-208395/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,242
hCoV-19/Germany/NW-RKI-I-208403/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,292
hCoV-19/Germany/NW-RKI-I-208593/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,20
hCoV-19/Germany/NW-RKI-I-208634/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,344
hCoV-19/Germany/RP-RKI-I-208850/2021,2021-08-20,Europe,Germany,Rheinland-Pfalz,389
hCoV-19/Germany/RP-RKI-I-208862/2021,2021-08-20,Europe,Germany,Rheinland-Pfalz,116
hCoV-19/Germany/NW-RKI-I-209062/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,213
hCoV-19/Germany/NW-RKI-I-209111/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,291
hCoV-19/Germany/SL-RKI-I-210193/2021,2021-08-20,Europe,Germany,Saarland,2
hCoV-19/Germany/NW-RKI-I-211105/2021,2021-08-20,Europe,Germany,North Rhine Westphalia,234
hCoV-19/Germany/RP-RKI-I-213763/2021,2021-08-20,Europe,Germany,Rheinland-Pfalz,27
hCoV-19/Belgium/UZA-UA-CV1008818891/2021,2021-08-20,Europe,Belgium,Antwerpen,0
